lexEntry	nrOfTokens	isPrefix	polarity
not piss	2	1	neg_negative
not piteous	2	1	neg_negative
not piti	2	1	neg_negative
not pity	2	1	neg_negative
not plagu	2	1	neg_negative
not plaint	2	0	neg_negative
not plaintive	2	1	neg_negative
not plaints	2	0	neg_negative
not play down	3	0	neg_negative
not play games	3	0	neg_negative
not play god	3	0	neg_negative
not play politics	3	0	neg_negative
not pointless	2	1	neg_negative
not poison	2	1	neg_negative
not polariz	2	1	neg_negative
not pollut	2	1	neg_negative
not pompos	2	1	neg_negative
not pompous	2	1	neg_negative
not poor	2	0	neg_negative
not poorly	2	1	neg_negative
not pounded	2	0	neg_negative
not pounding	2	1	neg_negative
not pout	2	1	neg_negative
not poverty	2	1	neg_negative
not powerless	2	1	neg_negative
not precarious	2	1	neg_negative
not predatory	2	1	neg_negative
not prejudic	2	1	neg_negative
not premonition	2	1	neg_negative
not preposterous	2	1	neg_negative
not presag	2	1	neg_negative
not presentiment	2	1	neg_negative
not pressur	2	1	neg_negative
not presumptuous	2	1	neg_negative
not presuppos	2	1	neg_negative
not pretens	2	1	neg_negative
not pretentious	2	1	neg_negative
not pretext	2	0	neg_negative
not prey	2	1	neg_negative
not prick	2	1	neg_negative
not prison	2	0	neg_negative
not prisoner	2	1	neg_negative
not problem	2	0	neg_negative
not problematic	2	1	neg_negative
not problems	2	0	neg_negative
not procrastinat	2	1	neg_negative
not prohibit	2	1	neg_negative
not protest	2	1	neg_negative
not provocation	2	1	neg_negative
not provok	2	1	neg_negative
not prowl	2	1	neg_negative
not psychotic	2	0	neg_negative
not punch	2	0	neg_negative
not punched	2	0	neg_negative
not puncher	2	0	neg_negative
not punches	2	0	neg_negative
not punching	2	0	neg_negative
not punish	2	1	neg_negative
not punitive	2	0	neg_negative
not puny	2	1	neg_negative
not purposeless	2	1	neg_negative
not put off	3	1	neg_negative
not putrid	2	1	neg_negative
not puzzled	2	0	neg_negative
not puzzlement	2	0	neg_negative
not puzzling	2	0	neg_negative
not quack	2	1	neg_negative
not qualm	2	1	neg_negative
not quandary	2	1	neg_negative
not quarrel	2	1	neg_negative
not queas	2	1	neg_negative
not queer	2	1	neg_negative
not questionab	2	1	neg_negative
not quibbl	2	1	neg_negative
not quicksand	2	0	neg_negative
not racis	2	1	neg_negative
not rage	2	1	neg_negative
not ragg	2	1	neg_negative
not raging	2	1	neg_negative
not raid	2	0	neg_negative
not raided	2	0	neg_negative
not raiding	2	0	neg_negative
not raids	2	0	neg_negative
not rambl	2	1	neg_negative
not rampag	2	1	neg_negative
not rampant	2	0	neg_negative
not rancid	2	1	neg_negative
not rancor	2	1	neg_negative
not rancour	2	1	neg_negative
not random	2	0	neg_negative
not randomly	2	0	neg_negative
not randomness	2	0	neg_negative
not rape	2	1	neg_negative
not rapin	2	1	neg_negative
not rapist	2	1	neg_negative
not rascal	2	1	neg_negative
not rash	2	1	neg_negative
not rat	2	0	neg_negative
not rats	2	0	neg_negative
not ratti	2	1	neg_negative
not rattl	2	1	neg_negative
not ratty	2	0	neg_negative
not ravag	2	1	neg_negative
not reactionary	2	1	neg_negative
not rebel	2	1	neg_negative
not rebuff	2	1	neg_negative
not rebuk	2	1	neg_negative
not rebut	2	1	neg_negative
not recalcitrant	2	1	neg_negative
not reced	2	1	neg_negative
not reckless	2	1	neg_negative
not recoil	2	1	neg_negative
not redundan	2	1	neg_negative
not reek	2	1	neg_negative
not refus	2	1	neg_negative
not regress	2	1	neg_negative
not regret	2	1	neg_negative
not reject	2	1	neg_negative
not relaps	2	1	neg_negative
not reluctan	2	1	neg_negative
not remorse	2	0	neg_negative
not remorseful	2	1	neg_negative
not remorseless	2	0	neg_negative
not renege	2	1	neg_negative
not renewab	2	1	neg_negative
not renounc	2	1	neg_negative
not renunciation	2	1	neg_negative
not repeal	2	1	neg_negative
not repel	2	1	neg_negative
not repent	2	1	neg_negative
not reprehensib	2	1	neg_negative
not repress	2	1	neg_negative
not reproach	2	1	neg_negative
not repudiat	2	1	neg_negative
not repugnan	2	1	neg_negative
not repuls	2	1	neg_negative
not resent	2	1	neg_negative
not resign	2	1	neg_negative
not restiv	2	1	neg_negative
not restless	2	1	neg_negative
not restrict	2	1	neg_negative
not retaliat	2	1	neg_negative
not retard	2	0	neg_negative
not retreat	2	1	neg_negative
not retribut	2	1	neg_negative
not reveng	2	1	neg_negative
not revert	2	1	neg_negative
not revok	2	1	neg_negative
not revolt	2	1	neg_negative
not revulsion	2	1	neg_negative
not ridicul	2	1	neg_negative
not rigid	2	1	neg_negative
not rigor	2	1	neg_negative
not rigour	2	1	neg_negative
not rile	2	1	neg_negative
not rip	2	0	neg_negative
not ripp	2	1	neg_negative
not rips	2	0	neg_negative
not risk	2	1	neg_negative
not rivalry	2	1	neg_negative
not rob	2	0	neg_negative
not robb	2	1	neg_negative
not robs	2	0	neg_negative
not rock bottom	3	1	neg_negative
not rogu	2	1	neg_negative
not rot	2	0	neg_negative
not rots	2	0	neg_negative
not rotted	2	0	neg_negative
not rotten	2	1	neg_negative
not rotting	2	0	neg_negative
not rough	2	0	neg_negative
not roughed	2	0	neg_negative
not rougher	2	0	neg_negative
not roughest	2	0	neg_negative
not roughing	2	0	neg_negative
not roughness	2	0	neg_negative
not roughshod	2	0	neg_negative
not rudderless	2	1	neg_negative
not rude	2	1	neg_negative
not rue	2	1	neg_negative
not ruffian	2	1	neg_negative
not ruffl	2	1	neg_negative
not ruin	2	1	neg_negative
not rumpl	2	1	neg_negative
not rumpus	2	1	neg_negative
not ruptur	2	1	neg_negative
not rusty	2	1	neg_negative
not ruthless	2	1	neg_negative
not sabotag	2	1	neg_negative
not sad	2	0	neg_negative
not sadde	2	1	neg_negative
not sadly	2	1	neg_negative
not sadnes	2	1	neg_negative
not sag	2	0	neg_negative
not sagg	2	1	neg_negative
not sap	2	0	neg_negative
not sapped	2	0	neg_negative
not sapper	2	0	neg_negative
not sappi	2	1	neg_negative
not sappy	2	0	neg_negative
not saps	2	0	neg_negative
not sarcas	2	1	neg_negative
not saucy	2	1	neg_negative
not savag	2	1	neg_negative
not scandal	2	1	neg_negative
not scant	2	0	neg_negative
not scapegoat	2	1	neg_negative
not scar	2	0	neg_negative
not scarc	2	1	neg_negative
not scare	2	0	neg_negative
not scared	2	0	neg_negative
not scares	2	0	neg_negative
not scarey	2	0	neg_negative
not scari	2	1	neg_negative
not scaring	2	0	neg_negative
not scarred	2	0	neg_negative
not scarring	2	0	neg_negative
not scars	2	0	neg_negative
not scary	2	1	neg_negative
not scath	2	1	neg_negative
not scof	2	1	neg_negative
not scold	2	1	neg_negative
not scorn	2	1	neg_negative
not scoundrel	2	1	neg_negative
not scourg	2	1	neg_negative
not scowl	2	1	neg_negative
not scrap	2	0	neg_negative
not scrape	2	0	neg_negative
not scraped	2	0	neg_negative
not scrapes	2	0	neg_negative
not scraping	2	1	neg_negative
not scrapp	2	1	neg_negative
not scraps	2	0	neg_negative
not scream	2	1	neg_negative
not screw	2	0	neg_negative
not screwed	2	0	neg_negative
not screwi	2	1	neg_negative
not screws	2	0	neg_negative
not screwy	2	0	neg_negative
not scrupl	2	1	neg_negative
not scuffl	2	1	neg_negative
not scum	2	0	neg_negative
not scumm	2	1	neg_negative
not scums	2	0	neg_negative
not seced	2	1	neg_negative
not secession	2	1	neg_negative
not sedentary	2	1	neg_negative
not seditious	2	1	neg_negative
not seedy	2	1	neg_negative
not seethe	2	1	neg_negative
not segregat	2	1	neg_negative
not seiz	2	1	neg_negative
not self centred	3	0	neg_negative
not self conscious	3	1	neg_negative
not self importan	3	1	neg_negative
not self indulgent	3	0	neg_negative
not self interest	3	1	neg_negative
not self righteous	3	1	neg_negative
not self serving	3	0	neg_negative
not selfish	2	0	neg_negative
not selfishly	2	1	neg_negative
not selfishness	2	1	neg_negative
not senseless	2	1	neg_negative
not sequester	2	1	neg_negative
not seriocomic	2	1	neg_negative
not serious	2	1	neg_negative
not serpent	2	1	neg_negative
not servitud	2	1	neg_negative
not set back	3	0	neg_negative
not sever	2	0	neg_negative
not severe	2	1	neg_negative
not severi	2	1	neg_negative
not severs	2	0	neg_negative
not sexism	2	0	neg_negative
not sexist	2	0	neg_negative
not shabby	2	1	neg_negative
not shadi	2	1	neg_negative
not shadow	2	0	neg_negative
not shadowed	2	0	neg_negative
not shadowi	2	1	neg_negative
not shadows	2	0	neg_negative
not shadowy	2	1	neg_negative
not shady	2	1	neg_negative
not shake	2	1	neg_negative
not shaki	2	1	neg_negative
not shaky	2	1	neg_negative
not shallow	2	1	neg_negative
not sham	2	0	neg_negative
not shame	2	0	neg_negative
not shamed	2	1	neg_negative
not shamefaced	2	1	neg_negative
not shameful	2	1	neg_negative
not shameless	2	1	neg_negative
not shames	2	1	neg_negative
not shaming	2	0	neg_negative
not shammed	2	0	neg_negative
not shammer	2	0	neg_negative
not shamming	2	0	neg_negative
not shams	2	0	neg_negative
not shatter	2	0	neg_negative
not shattered	2	0	neg_negative
not shattering	2	0	neg_negative
not shatterproof	2	0	neg_negative
not shatters	2	0	neg_negative
not sheepish	2	1	neg_negative
not shell	2	0	neg_negative
not shipwreck	2	1	neg_negative
not shirk	2	1	neg_negative
not shit	2	1	neg_negative
not shiver	2	1	neg_negative
not shock	2	0	neg_negative
not shocked	2	0	neg_negative
not shocker	2	0	neg_negative
not shocking	2	0	neg_negative
not shockproof	2	0	neg_negative
not shocks	2	0	neg_negative
not shoddy	2	1	neg_negative
not shortage	2	1	neg_negative
not shortchang	2	1	neg_negative
not shortcoming	2	1	neg_negative
not shortfall	2	0	neg_negative
not shorthand	2	1	neg_negative
not shortsighted	2	1	neg_negative
not shove	2	0	neg_negative
not shoved	2	0	neg_negative
not shover	2	0	neg_negative
not shoves	2	0	neg_negative
not shoving	2	0	neg_negative
not shrew	2	0	neg_negative
not shrewish	2	0	neg_negative
not shriek	2	1	neg_negative
not shrivel	2	1	neg_negative
not shudder	2	1	neg_negative
not shun	2	1	neg_negative
not shy	2	0	neg_negative
not shyer	2	0	neg_negative
not shyest	2	0	neg_negative
not shying	2	0	neg_negative
not shyly	2	0	neg_negative
not shyness	2	0	neg_negative
not sick	2	0	neg_negative
not sicke	2	1	neg_negative
not sicki	2	1	neg_negative
not sickl	2	1	neg_negative
not sickness	2	1	neg_negative
not sigh	2	0	neg_negative
not sighed	2	0	neg_negative
not sighing	2	0	neg_negative
not sighs	2	0	neg_negative
not simplistic	2	1	neg_negative
not sin	2	0	neg_negative
not sinful	2	1	neg_negative
not sinister	2	1	neg_negative
not sink	2	1	neg_negative
not sinned	2	0	neg_negative
not sinner	2	1	neg_negative
not sinning	2	0	neg_negative
not sins	2	0	neg_negative
not sizzl	2	1	neg_negative
not skeptic	2	1	neg_negative
not sketchy	2	1	neg_negative
not skirmish	2	1	neg_negative
not skulk	2	1	neg_negative
not slack	2	1	neg_negative
not slain	2	1	neg_negative
not slake on	3	1	neg_negative
not slam	2	1	neg_negative
not slander	2	1	neg_negative
not slap	2	0	neg_negative
not slapped	2	0	neg_negative
not slapping	2	0	neg_negative
not slaps	2	0	neg_negative
not slaughter	2	1	neg_negative
not slavery	2	0	neg_negative
not slay	2	1	neg_negative
not sleaz	2	1	neg_negative
not slighted	2	0	neg_negative
not slighter	2	0	neg_negative
not slighting	2	0	neg_negative
not slights	2	0	neg_negative
not slime	2	1	neg_negative
not slimy	2	1	neg_negative
not slip up	3	0	neg_negative
not slippery	2	1	neg_negative
not slither	2	1	neg_negative
not slob	2	0	neg_negative
not slop	2	0	neg_negative
not slopp	2	1	neg_negative
not sloth	2	1	neg_negative
not slug	2	1	neg_negative
not slump	2	1	neg_negative
not slur	2	0	neg_negative
not slurred	2	0	neg_negative
not slurring	2	0	neg_negative
not slurs	2	0	neg_negative
not slut	2	1	neg_negative
not sly	2	1	neg_negative
not smack	2	1	neg_negative
not smash	2	0	neg_negative
not smashed	2	0	neg_negative
not smasher	2	1	neg_negative
not smashes	2	0	neg_negative
not smashing	2	1	neg_negative
not smashup	2	1	neg_negative
not smear	2	1	neg_negative
not smokescreen	2	1	neg_negative
not smother	2	1	neg_negative
not smug	2	1	neg_negative
not snarl	2	1	neg_negative
not sneak	2	0	neg_negative
not sneaking	2	0	neg_negative
not sneaks	2	0	neg_negative
not sneaky	2	0	neg_negative
not sneer	2	1	neg_negative
not snigger	2	1	neg_negative
not snob	2	1	neg_negative
not snore	2	1	neg_negative
not sob	2	0	neg_negative
not sobb	2	1	neg_negative
not sobs	2	0	neg_negative
not solicitud	2	1	neg_negative
not somber	2	1	neg_negative
not sombr	2	1	neg_negative
not sop	2	0	neg_negative
not soporific	2	1	neg_negative
not sopp	2	1	neg_negative
not sops	2	0	neg_negative
not sore	2	1	neg_negative
not sorrow	2	1	neg_negative
not sorry	2	1	neg_negative
not soulless	2	1	neg_negative
not sour	2	0	neg_negative
not soured	2	0	neg_negative
not sourer	2	0	neg_negative
not sourest	2	0	neg_negative
not souring	2	0	neg_negative
not sourly	2	0	neg_negative
not sourness	2	0	neg_negative
not sourpuss	2	0	neg_negative
not sours	2	0	neg_negative
not spank	2	1	neg_negative
not spear	2	0	neg_negative
not speared	2	0	neg_negative
not spearing	2	0	neg_negative
not spears	2	0	neg_negative
not spill	2	1	neg_negative
not spiral	2	1	neg_negative
not spit	2	0	neg_negative
not spite	2	1	neg_negative
not spiting	2	0	neg_negative
not spits	2	0	neg_negative
not spitting	2	0	neg_negative
not spleen	2	1	neg_negative
not spoil	2	1	neg_negative
not spotti	2	1	neg_negative
not spotty	2	1	neg_negative
not sprain	2	1	neg_negative
not spurn	2	1	neg_negative
not sputter	2	1	neg_negative
not squander	2	1	neg_negative
not stab	2	0	neg_negative
not stabbed	2	1	neg_negative
not stabber	2	1	neg_negative
not stabbing	2	1	neg_negative
not stabs	2	1	neg_negative
not stagnant	2	1	neg_negative
not stale	2	1	neg_negative
not stammer	2	1	neg_negative
not standstill	2	1	neg_negative
not startl	2	1	neg_negative
not starv	2	1	neg_negative
not static	2	1	neg_negative
not steal	2	0	neg_negative
not stealing	2	0	neg_negative
not steals	2	0	neg_negative
not stench	2	1	neg_negative
not stern	2	0	neg_negative
not sternest	2	0	neg_negative
not sternly	2	0	neg_negative
not stew	2	0	neg_negative
not stewed	2	0	neg_negative
not stewing	2	0	neg_negative
not stews	2	0	neg_negative
not sticki	2	1	neg_negative
not sticky	2	0	neg_negative
not stiff	2	1	neg_negative
not stifl	2	1	neg_negative
not stigma	2	1	neg_negative
not sting	2	1	neg_negative
not stink	2	1	neg_negative
not stole	2	1	neg_negative
not stolid	2	1	neg_negative
not storm	2	1	neg_negative
not strain	2	0	neg_negative
not strained	2	0	neg_negative
not straining	2	0	neg_negative
not strains	2	0	neg_negative
not strang	2	1	neg_negative
not strangl	2	1	neg_negative
not stress	2	1	neg_negative
not stricken	2	1	neg_negative
not strict	2	1	neg_negative
not strif	2	0	neg_negative
not strife	2	0	neg_negative
not strikeout	2	1	neg_negative
not struck	2	1	neg_negative
not struggl	2	1	neg_negative
not strut	2	1	neg_negative
not stubborn	2	1	neg_negative
not stuffy	2	1	neg_negative
not stumb	2	1	neg_negative
not stun	2	0	neg_negative
not stung	2	0	neg_negative
not stunk	2	0	neg_negative
not stunned	2	1	neg_negative
not stuns	2	0	neg_negative
not stunted	2	0	neg_negative
not stupef	2	1	neg_negative
not stupid	2	1	neg_negative
not stupor	2	1	neg_negative
not subjection	2	1	neg_negative
not subjugat	2	1	neg_negative
not submissiv	2	1	neg_negative
not subservien	2	1	neg_negative
not subver	2	1	neg_negative
not succumb	2	1	neg_negative
not suck	2	0	neg_negative
not sucked	2	0	neg_negative
not sucker	2	0	neg_negative
not sucking	2	0	neg_negative
not sucks	2	0	neg_negative
not suffer	2	1	neg_negative
not sufferer	2	1	neg_negative
not suffocat	2	1	neg_negative
not sulk	2	1	neg_negative
not sulky	2	1	neg_negative
not sullen	2	1	neg_negative
not superficial	2	1	neg_negative
not superfluous	2	1	neg_negative
not superiority complex	3	0	neg_negative
not suppress	2	1	neg_negative
not surrender	2	1	neg_negative
not susceptib	2	1	neg_negative
not suspect	2	1	neg_negative
not suspens	2	1	neg_negative
not suspicio	2	1	neg_negative
not swear	2	1	neg_negative
not taboo	2	1	neg_negative
not tacky	2	1	neg_negative
not tactless	2	1	neg_negative
not taint	2	0	neg_negative
not tainted	2	0	neg_negative
not tainting	2	0	neg_negative
not taints	2	0	neg_negative
not tamper	2	1	neg_negative
not tantali	2	1	neg_negative
not tantrum	2	1	neg_negative
not tardy	2	1	neg_negative
not tasteless	2	0	neg_negative
not tatter	2	1	neg_negative
not taunt	2	1	neg_negative
not taxing	2	0	neg_negative
not tear	2	0	neg_negative
not teardrop	2	1	neg_negative
not tearful	2	1	neg_negative
not tearing	2	0	neg_negative
not tears	2	0	neg_negative
not teary	2	0	neg_negative
not tease	2	0	neg_negative
not teased	2	0	neg_negative
not teases	2	0	neg_negative
not teasing	2	0	neg_negative
not tedious	2	1	neg_negative
not temper	2	0	neg_negative
not temperamental	2	1	neg_negative
not tempered	2	0	neg_negative
not tempers	2	0	neg_negative
not tempest	2	1	neg_negative
not temptation	2	0	neg_negative
not tense	2	1	neg_negative
not tension	2	1	neg_negative
not terribl	2	1	neg_negative
not terrifie	2	1	neg_negative
not terrify	2	1	neg_negative
not terror	2	1	neg_negative
not theft	2	1	neg_negative
